City_ID,City,Country,Max Temp,Latitude,Longitude,Hotel Name
111,Pisco,PE,71.65,-13.7,-76.2167,La Portada
112,Hilo,US,72.63,19.7297,-155.09,Dolphin Bay Hotel
115,Tual,ID,81.63,-5.6667,132.75,Suita
121,Hithadhoo,MV,83.59,-0.6,73.0833,Pebbles Inn
122,Butaritari,KI,82.44,3.0707,172.7902,No hotel found
126,Nara,JP,70.92,34.6851,135.8049,JWマリオットホテル奈良
128,Lorengau,PG,81.52,-2.0226,147.2712,Seeadler Bay Hotel
130,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
131,Rafsanjan,IR,87.35,30.4067,55.9939,هتل جهانگردی
133,Bengkulu,ID,75.78,-3.8004,102.2655,Dena Hotel
134,Reggio Di Calabria,IT,75.54,38.1105,15.6613,"Hotel ""Eremo"""
135,Faanui,PF,80.1,-16.4833,-151.75,Oa Oa Lodge
140,Zhicheng,CN,80.89,30.2956,111.5047,No hotel found
142,Takoradi,GH,78.96,4.8845,-1.7554,Hillcrest
143,Chalus,IR,72.86,36.655,51.4204,هتل ملک
144,Kitzingen,DE,82.02,49.7333,10.1667,Kitzinger Hof
149,Hami,CN,88.83,42.8,93.45,No hotel found
152,Qui Nhon,VN,84.09,13.7667,109.2333,No hotel found
153,Manacapuru,BR,89.35,-3.2997,-60.6206,Novo Hotel
154,Cabedelo,BR,84.87,-6.9811,-34.8339,No hotel found
156,Jamestown,US,75.02,42.097,-79.2353,DoubleTree Jamestown
157,Kahului,US,78.82,20.8947,-156.47,Maui Seaside Hotel
159,Kokopo,PG,76.78,-4.352,152.2633,Hotel Kokopo
162,Rafai,CF,77.31,4.95,23.9167,No hotel found
165,Hualmay,PE,73.54,-11.0964,-77.6139,Hotel Mi Choacan
169,Miri,MY,80.04,4.4148,114.0089,Kenyalang Suites Miri
170,La Primavera,CO,88.54,5.4906,-70.4092,hotel California
172,Sola,VU,77.77,-13.8833,167.55,No hotel found
173,Victoria,HK,86.2,22.2855,114.1577,四季酒店 Four Seasons Hotel
175,Ribeira Grande,PT,70.2,38.5167,-28.7,No hotel found
179,Belen,TR,71.74,36.4891,36.2233,No hotel found
181,Totness,SR,85.33,5.8833,-56.3167,No hotel found
182,Turan,VN,82.38,16.0678,108.2208,Thanh Thanh Hotel
183,Asau,RO,74.32,46.4333,26.4,No hotel found
184,Mastic Beach,US,74.53,40.7668,-72.8521,No hotel found
185,Salina,US,80.02,38.8403,-97.6114,Baymont
187,Nikki,BJ,85.59,9.9401,3.2108,Hotel Chez John
189,Kavaratti,IN,85.46,10.5669,72.642,No hotel found
199,Kisangani,CD,75.15,0.5167,25.2,Hotel Kisangani
201,Troy,US,83.61,42.6056,-83.1499,Embassy Suites Hotel
203,Tecoanapa,MX,87.75,16.5167,-98.75,No hotel found
207,Saint George,US,82.42,37.1041,-113.5841,"The Advenire, an Autograph Collection Hotel"
208,Cascais,PT,77.5,38.6979,-9.4215,Cascais Hotel
210,Maceio,BR,83.64,-9.6658,-35.7353,Maceió Hostel e Pousada
215,Loreto,MX,82.54,22.2667,-101.9667,No hotel found
217,Bukama,CD,79.12,-9.2,25.85,Mission catholique
219,Arraial Do Cabo,BR,85.86,-22.9661,-42.0278,No hotel found
221,Porto Walter,BR,82.02,-8.2686,-72.7439,No hotel found
223,Alugan,PH,79.39,12.2188,125.4808,No hotel found
229,Aras,ES,77.41,42.5617,-2.356,No hotel found
234,Praia,CV,84.74,14.9215,-23.5087,Casa Sodadi
235,Tiruchchendur,IN,86.7,8.4833,78.1167,No hotel found
238,Gilgit,PK,77.76,35.9221,74.3087,PTDC Motel
240,Farah,AF,83.7,32.5,62.5,No hotel found
246,Samarai,PG,79.3,-10.6167,150.6667,No hotel found
247,Salalah,OM,86.09,17.0151,54.0924,Muscat International Hotel
248,Ponca City,US,73.42,36.707,-97.0856,Quality Inn
251,Khash,IR,85.12,28.2211,61.2158,No hotel found
252,Basco,PH,82.08,20.4487,121.9702,Tawsen Hotel
253,Hobyo,SO,80.31,5.3505,48.5268,No hotel found
254,Acapulco,MX,87.62,16.8634,-99.8901,Hotel del Valle
258,Marsh Harbour,BS,84.4,26.5412,-77.0636,Lofty Fig Villas
260,Salinopolis,BR,83.79,-0.6136,-47.3561,Hotel Salinópolis
262,Harper,LR,78.06,4.375,-7.7169,No hotel found
269,Vitoria Do Mearim,BR,89.11,-3.4622,-44.8706,Hotel Saizal
271,Kudahuvadhoo,MV,82.92,2.6708,72.8944,No hotel found
