City_ID,City,Country,Max Temp,Latitude,Longitude,Hotel Name
1007,Roswell,US,85.57,34.0232,-84.3616,Best Western Plus Hotel
1008,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
1012,Lompoc,US,72.01,34.6391,-120.4579,Embassy Suites by Hilton Lompoc Central Coast
1014,Jamestown,US,86.52,42.097,-79.2353,DoubleTree Jamestown
1017,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1020,Saint-Philippe,RE,71.19,-21.3585,55.7679,Le Baril
1040,Katsuura,JP,71.62,35.1333,140.3,潮騒の宿
1041,Dabakala,CI,78.22,8.3667,-4.4333,Hôtel Résidence les villages
1045,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1050,Sao Filipe,CV,74.7,14.8961,-24.4956,Bela Vista
1056,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1064,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1066,Bathsheba,BB,84.81,13.2167,-59.5167,Atlantis Hotel
1067,Diego De Almagro,CL,74.01,-26.3667,-70.05,Residencial Hambyll
1070,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1072,Souillac,MU,73.78,-20.5167,57.5167,Hotel SkylineInn
1073,Natal,BR,79.02,-5.795,-35.2094,Natal Palace Hotel
1074,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1083,Sao Filipe,CV,74.7,14.8961,-24.4956,Bela Vista
1085,Saint-Pierre,RE,71.28,-21.3393,55.4781,Tropic Hotel
1088,Jamestown,US,86.52,42.097,-79.2353,DoubleTree Jamestown
1091,Jamestown,US,86.52,42.097,-79.2353,DoubleTree Jamestown
1099,Vao,NC,72.84,-22.6667,167.4833,Nataiwatch
1100,Oxapampa,PE,73.11,-10.5775,-75.4017,Yanachaga
1102,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1112,Pisco,PE,71.65,-13.7,-76.2167,La Portada
1113,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1115,Bengkulu,ID,75.83,-3.8004,102.2655,Dena Hotel
1119,Moron,AR,71.49,-34.6534,-58.6198,La Esquina
1121,Aden,YE,89.26,12.7794,45.0367,فندق قصر الجزيرة
1123,Dossor,KZ,73.09,47.5272,52.9811,Hotel
1124,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1125,Caravelas,BR,75.04,-17.7125,-39.2481,Pousada dos Navegantes
1126,Dalbandin,PK,85.19,28.8947,64.4101,SF Al-dawood Restaurant
1133,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
1135,Faanui,PF,76.03,-16.4833,-151.75,Oa Oa Lodge
1138,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1142,Port Blair,IN,80.64,11.6667,92.75,Andaman Ocean Breeze
1144,Portland,US,70.23,45.5234,-122.6762,the Hoxton
1145,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1151,Pacifica,US,76.23,37.6138,-122.4869,Holiday Inn Express & Suites Pacifica
1153,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1156,Portland,US,70.23,45.5234,-122.6762,the Hoxton
1157,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1161,Victoria,HK,86.2,22.2855,114.1577,四季酒店 Four Seasons Hotel
1163,Avarua,CK,75.25,-21.2078,-159.775,Paradise Inn
1168,Atuona,PF,80.11,-9.8,-139.0333,Pearl Resort
1173,Saint-Philippe,RE,71.19,-21.3585,55.7679,Le Baril
1175,Atuona,PF,80.11,-9.8,-139.0333,Pearl Resort
1177,Sao Filipe,CV,74.7,14.8961,-24.4956,Bela Vista
1178,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1184,Atuona,PF,80.11,-9.8,-139.0333,Pearl Resort
1198,Beira,MZ,73.53,-19.8436,34.8389,Hotel Savoy
1200,Vaini,TO,73.56,-21.2,-175.2,Keleti International Resort
1202,Oistins,BB,84.29,13.0667,-59.5333,The Abidah By Accra
1204,Avarua,CK,75.25,-21.2078,-159.775,Paradise Inn
1206,Avarua,CK,75.25,-21.2078,-159.775,Paradise Inn
1209,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1210,Saint-Philippe,RE,71.19,-21.3585,55.7679,Le Baril
1221,Bengkulu,ID,75.83,-3.8004,102.2655,Dena Hotel
1224,Matara,LK,78.94,5.9485,80.5353,Villa Palm Breeze
1228,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1229,Saint-Philippe,RE,71.19,-21.3585,55.7679,Le Baril
1233,Kapaa,US,82.72,22.0752,-159.319,Pono Kai Resort
1235,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1240,Faanui,PF,76.03,-16.4833,-151.75,Oa Oa Lodge
1259,Ponta Do Sol,PT,71.01,32.6667,-17.1,Estalagem Ponta do Sol
1260,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1266,Avarua,CK,75.25,-21.2078,-159.775,Paradise Inn
1276,Wahiawa,US,80.92,21.5028,-158.0236,The Inn At Schofield
1278,Madison,US,85.68,34.7334,-86.5667,"106 Jefferson Huntsville, Curio Collection by Hilton"
1282,Katsuura,JP,71.62,35.1333,140.3,潮騒の宿
1283,Mahebourg,MU,73.69,-20.4081,57.7,Grand Bel Air
1286,Kahului,US,82.42,20.8947,-156.47,Maui Seaside Hotel
1291,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1295,Touros,BR,79.79,-5.1989,-35.4608,Pousada Atlântico
1297,Saint George,US,84.43,37.1041,-113.5841,"The Advenire, an Autograph Collection Hotel"
1299,Rio Grande,BR,73.51,-32.035,-52.0986,Hotel Vila Moura Executivo
1301,Komsomolskiy,UZ,72.32,40.4272,71.7189,"Hotel ""Ikat House"""
1304,Hithadhoo,MV,81.91,-0.6,73.0833,Pebbles Inn
1307,Avarua,CK,75.25,-21.2078,-159.775,Paradise Inn
1309,Goderich,CA,84.52,43.7501,-81.7165,Hotel Bedford
1312,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
1313,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1316,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1321,Saint George,US,84.43,37.1041,-113.5841,"The Advenire, an Autograph Collection Hotel"
1322,Eagle,US,77.4,43.6954,-116.354,Hilton Garden Inn
1324,Hamilton,US,89.78,39.1834,-84.5333,North Vista Manor
1325,Atuona,PF,80.11,-9.8,-139.0333,Pearl Resort
1340,Jamestown,US,86.52,42.097,-79.2353,DoubleTree Jamestown
1352,Saint-Philippe,RE,71.19,-21.3585,55.7679,Le Baril
1353,Puerto Ayora,EC,84.16,-0.7393,-90.3518,Hostal La Mirada De Solitario George
1354,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1359,Rikitea,PF,76.6,-23.1203,-134.9692,Chez Bianca & Benoit
1361,Sao Filipe,CV,74.7,14.8961,-24.4956,Bela Vista
1364,Half Moon Bay,US,77.05,37.4636,-122.4286,Half Moon Bay Inn
1366,Saint George,US,84.43,37.1041,-113.5841,"The Advenire, an Autograph Collection Hotel"
1367,Hilo,US,76.62,19.7297,-155.09,Dolphin Bay Hotel
1369,Elat,IL,89.44,29.5581,34.9482,Melony Club
1370,Puerto Escondido,MX,87.73,15.85,-97.0667,Hotel Barlovento
1374,Sao Geraldo Do Araguaia,BR,83.7,-6.4006,-48.555,Tomazi Hotel
